DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
20210402,010000,58854.1900000,58924.8000000,58560.6500000,58756.8200000,257
20210402,020000,58756.8200000,58991.0900000,58633.4600000,58983.3900000,271
20210402,030000,58983.3800000,59015.3400000,58711.2900000,58726.4800000,255
20210402,040000,58726.4700000,58875.0000000,58441.8800000,58652.3800000,500
20210402,050000,58652.3900000,59000.0000000,58643.6600000,58852.2100000,263
20210402,060000,58857.2000000,60055.0200000,58849.1400000,59627.0000000,2108
20210402,070000,59627.0000000,59950.0000000,59543.2400000,59821.6900000,579
20210402,080000,59821.6900000,59948.5000000,59406.9000000,59570.9500000,653
20210402,090000,59570.9500000,59649.2300000,59352.0200000,59541.7200000,285
20210402,100000,59543.2200000,59631.8400000,59320.5800000,59510.6500000,175
20210402,110000,59512.6100000,59700.7400000,59434.9000000,59434.9000000,337
20210402,120000,59431.9100000,59667.1200000,59408.1200000,59481.2600000,126
20210402,130000,59481.2600000,59690.0900000,59245.1600000,59641.6700000,402
20210402,140000,59641.6700000,59676.2300000,59467.0800000,59624.3700000,159
20210402,150000,59628.9600000,59680.0000000,59450.0000000,59566.1400000,228
20210402,160000,59566.1400000,59618.0200000,59223.0900000,59512.4500000,309
20210402,170000,59512.4400000,59512.4900000,59000.0000000,59189.6700000,898
20210402,180000,59189.6600000,59367.4300000,58900.0000000,59351.0000000,775
20210402,190000,59351.0000000,59600.0000000,59348.1300000,59482.0300000,475
20210402,200000,59482.0400000,59591.8500000,59154.9000000,59252.5600000,313
20210402,210000,59252.5700000,59265.5700000,59100.0000000,59205.2000000,356
20210402,220000,59205.2000000,59305.3900000,59025.5700000,59117.2600000,279
20210402,230000,59117.2600000,59117.2600000,58560.0000000,58860.0000000,570
20210403,000000,58860.0000000,58950.0000000,58558.2700000,58671.0100000,307
20210403,010000,58671.0100000,58899.5400000,58458.6800000,58767.8200000,359
20210403,020000,58767.8200000,58930.0000000,58657.9400000,58843.3900000,208
20210403,030000,58843.3800000,59200.0000000,58767.6600000,58981.0400000,293
20210403,040000,58981.0400000,59479.0000000,58941.2000000,59404.6800000,393
20210403,050000,59404.6900000,59404.6900000,59012.5400000,59258.3600000,255
20210403,060000,59259.2600000,59400.0000000,59119.1900000,59400.0000000,312
20210403,070000,59400.0000000,59429.0000000,59145.3500000,59232.5400000,161
20210403,080000,59232.5400000,59430.7200000,59190.8600000,59401.8100000,151
20210403,090000,59401.8000000,59518.2800000,59314.7700000,59454.9500000,165
20210403,100000,59458.8300000,59500.0000000,59214.5000000,59420.9300000,141
20210403,110000,59420.9300000,59441.7200000,59282.3700000,59299.3000000,96
20210403,120000,59299.2900000,59752.0000000,58750.0000000,59038.1300000,493
20210403,130000,59029.5100000,59425.5600000,58811.0700000,59413.2100000,160
20210403,140000,59413.2100000,59700.0000000,59323.4100000,59323.4100000,179
20210403,150000,59322.7200000,59445.5900000,59183.1400000,59269.4900000,144
20210403,160000,59257.5300000,59400.0000000,59138.4800000,59262.6000000,123
20210403,170000,59262.6100000,59450.0000000,59162.0200000,59422.4200000,143
20210403,180000,59422.4200000,59448.9900000,59120.0400000,59141.2400000,192
20210403,190000,59143.5700000,59235.5800000,58802.4300000,58824.1100000,301
20210403,200000,58824.1200000,59158.8700000,58590.0000000,58791.5100000,373
20210403,210000,58791.5200000,58793.2200000,58201.0000000,58231.7000000,699
20210403,220000,58223.7400000,58537.9700000,57800.0000000,58493.8100000,666
20210403,230000,58493.8100000,58758.1700000,58188.5300000,58608.7900000,388
20210404,000000,58608.7900000,58608.7900000,57897.4300000,58075.7700000,324
20210404,010000,58079.3100000,58263.0200000,57547.1000000,57661.3500000,705
20210404,020000,57661.3500000,57775.0000000,57126.0000000,57565.0100000,878
20210404,030000,57565.0000000,57820.9000000,56943.0000000,57094.3400000,983
20210404,040000,57094.3400000,57246.8300000,56540.0000000,56709.0200000,972
20210404,050000,56708.7400000,57149.9900000,56478.5300000,56972.8800000,782
20210404,060000,56972.8800000,57448.1200000,56950.0100000,57412.2200000,399
20210404,070000,57412.2200000,57585.5200000,57231.5500000,57545.0000000,232
20210404,080000,57545.0100000,57697.3600000,57413.4300000,57576.1200000,223
20210404,090000,57576.1200000,57684.5000000,57339.2800000,57501.4800000,155
20210404,100000,57501.4800000,57585.0400000,57200.9800000,57460.0000000,176
20210404,110000,57460.0000000,57645.5900000,57307.8900000,57645.5900000,171
20210404,120000,57645.5900000,57734.8700000,57450.0000000,57471.9300000,155
20210404,130000,57471.9300000,57727.0100000,57471.9300000,57713.6700000,99
20210404,140000,57713.6600000,57784.0700000,57510.1700000,57734.4400000,134
20210404,150000,57734.4300000,57777.8300000,57190.6300000,57311.5800000,211
20210404,160000,57311.5800000,57970.0800000,57049.6900000,57781.1100000,298
20210404,170000,57780.9200000,58199.2500000,57780.9200000,58175.2800000,279
20210404,180000,58175.2800000,58322.8900000,58052.4100000,58150.0000000,273
20210404,190000,58150.0000000,58500.0000000,57786.6100000,57942.6300000,398
20210404,200000,57943.5700000,58085.4900000,57690.0000000,58040.0300000,234
20210404,210000,58040.0300000,58281.4800000,58033.6200000,58175.2300000,137
20210404,220000,58175.2300000,58262.0000000,57989.1600000,58123.5500000,202
20210404,230000,58123.5500000,58187.1300000,57776.4200000,57972.1900000,179
20210405,000000,57969.0700000,58075.0000000,57857.7100000,58051.2800000,177
20210405,010000,58051.2800000,58200.0000000,58004.2100000,58123.0000000,151
20210405,020000,58123.0000000,58188.0000000,57909.1700000,58139.1400000,120
20210405,030000,58135.7700000,58312.8000000,58110.3000000,58215.9400000,146
20210405,040000,58216.7300000,58424.0000000,57903.2800000,57918.7900000,232
20210405,050000,57918.7800000,57918.7900000,57669.0000000,57808.4900000,254
20210405,060000,57813.7600000,57813.7600000,57456.7200000,57627.3700000,358
20210405,070000,57627.3600000,57729.5600000,57355.0000000,57491.1200000,306
20210405,080000,57491.1300000,57618.2900000,57300.0000000,57307.9200000,262
20210405,090000,57307.9200000,57386.6800000,56900.0000000,56939.0600000,455
20210405,100000,56925.1400000,57307.7300000,56831.3800000,57161.1900000,333
20210405,110000,57161.1900000,57359.0900000,56999.2100000,57268.0000000,183
20210405,120000,57267.9900000,57346.4400000,56817.6400000,57135.2100000,189
20210405,130000,57135.2000000,57532.4600000,56989.8500000,57532.4600000,210
20210405,140000,57532.4600000,57730.7700000,57340.6900000,57666.8600000,189
20210405,150000,57666.8600000,57750.0000000,57573.6900000,57750.0000000,289
20210405,160000,57750.0000000,58139.1300000,57750.0000000,57967.6600000,377
20210405,170000,57967.6600000,58140.5800000,57788.0000000,58140.5700000,328
20210405,180000,58140.5800000,59188.0000000,58140.5800000,59188.0000000,1042
20210405,190000,59186.8600000,59251.7600000,58874.8500000,59037.9600000,761
20210405,200000,59029.5000000,59250.0000000,58874.8500000,58992.4900000,668
20210405,210000,58992.4900000,59081.1800000,58615.0400000,58953.8800000,597
20210405,220000,58955.5600000,59046.8100000,58755.0000000,58901.0700000,421
20210405,230000,58901.0700000,59083.9700000,58806.0700000,59030.5700000,459
20210406,000000,59030.5600000,59100.0000000,58775.0000000,58785.1600000,304
20210406,010000,58785.1400000,58904.3600000,58500.0000000,58679.2500000,374
20210406,020000,58679.2500000,58954.6300000,58679.2500000,58880.6000000,332
20210406,030000,58880.6000000,59133.8500000,58540.6800000,59123.0200000,295
20210406,040000,59134.0700000,59475.0000000,59033.3300000,59328.5400000,858
20210406,050000,59328.5400000,59450.0000000,58000.0000000,58805.9900000,846
20210406,060000,58805.9900000,58858.7600000,58640.5300000,58746.7200000,251
20210406,070000,58746.7200000,58932.5100000,58600.0000000,58611.2500000,179
20210406,080000,58611.2500000,58875.0100000,58600.0600000,58775.2300000,144
20210406,090000,58775.2300000,58999.0000000,58760.0000000,58845.0000000,178
20210406,100000,58845.0000000,58955.3600000,58619.9500000,58839.3900000,170
20210406,110000,58843.5200000,58900.0000000,58353.9400000,58577.6000000,243
20210406,120000,58577.6000000,58955.3500000,58229.1200000,58472.5200000,527
20210406,130000,58472.5300000,58734.5600000,58401.3000000,58666.5600000,193
20210406,140000,58666.3900000,58744.3600000,58357.6100000,58375.0000000,192
20210406,150000,58375.0100000,58544.7400000,58342.6800000,58529.4600000,234
20210406,160000,58529.4600000,58999.9900000,58450.0000000,58462.3000000,565
20210406,170000,58462.3000000,58648.3400000,58343.8000000,58410.9900000,436
20210406,180000,58407.1600000,58407.1600000,57333.3300000,57933.0000000,1888
20210406,190000,57933.0000000,58038.7200000,57630.8700000,57837.2300000,598
20210406,200000,57837.2300000,58209.8400000,57740.5500000,58082.4300000,500
20210406,210000,58082.4300000,58263.8300000,58001.1600000,58247.3700000,378
20210406,220000,58247.3700000,58265.0000000,58026.2500000,58260.0000000,435
20210406,230000,58259.9900000,58293.7800000,58008.5800000,58261.8600000,428
20210407,000000,58261.8600000,58329.6400000,58181.6400000,58252.2700000,321
20210407,010000,58252.2600000,58252.2700000,57642.0300000,57894.9700000,353
20210407,020000,57891.4600000,58062.6900000,57676.2700000,57917.0800000,265
20210407,030000,57917.0800000,58174.3300000,57867.0800000,58019.9800000,180
20210407,040000,58021.6700000,58207.5700000,57510.4800000,57673.9700000,416
20210407,050000,57673.9700000,57705.0000000,57239.3500000,57532.0400000,799
20210407,060000,57532.0400000,57907.3300000,57490.3000000,57790.6700000,337
20210407,070000,57790.6800000,58096.0000000,57668.3800000,57917.0800000,299
20210407,080000,57917.0900000,57972.2400000,57275.0000000,57645.4700000,396
20210407,090000,57645.4700000,58300.0000000,57559.6200000,58279.5000000,329
20210407,100000,58279.5100000,58630.0000000,57892.0600000,58057.4500000,445
20210407,110000,58057.4500000,58079.6700000,57435.0300000,57852.9500000,451
20210407,120000,57852.9400000,57932.1300000,57436.2400000,57750.0100000,270
20210407,130000,57750.0100000,57811.8200000,57001.0000000,57478.9200000,976
20210407,140000,57460.9400000,57601.3300000,56620.0000000,56833.3200000,725
20210407,150000,56833.3100000,57229.0000000,55677.0000000,56303.4100000,2301
20210407,160000,56297.8200000,56573.7600000,55609.0000000,56470.0100000,1525
20210407,170000,56470.0100000,56823.9600000,56360.0000000,56776.8500000,910
20210407,180000,56776.8500000,56958.0000000,56608.0100000,56686.2700000,703
20210407,190000,56686.2700000,56885.8700000,56265.0000000,56469.4700000,871
20210407,200000,56469.4700000,56790.0000000,56191.1600000,56531.1300000,839
20210407,210000,56531.1300000,56572.7300000,55931.2500000,56014.7100000,937
20210407,220000,56024.4300000,56432.3000000,55800.0000000,55839.8900000,845
20210407,230000,55839.5200000,56113.5000000,55400.0000000,56113.5000000,1357
20210408,000000,56113.5100000,56222.0000000,55688.9800000,56222.0000000,826
20210408,010000,56222.0000000,56368.3600000,56076.7900000,56189.2300000,348
20210408,020000,56189.2300000,56553.3800000,56117.4100000,56457.2500000,487
20210408,030000,56457.2500000,56550.0000000,55888.0000000,55955.7500000,392
20210408,040000,55962.6700000,56487.3400000,55700.0000000,56410.8800000,394
20210408,050000,56410.8800000,56688.0000000,56238.3200000,56488.3900000,293
20210408,060000,56488.4000000,56519.9400000,56201.0000000,56485.3200000,278
20210408,070000,56483.7600000,56638.3100000,56261.7900000,56537.3000000,204
20210408,080000,56537.3000000,57074.6500000,56522.6500000,56918.1600000,313
20210408,090000,56915.0200000,57034.9700000,56771.2000000,56824.1500000,262
20210408,100000,56835.1900000,57246.8100000,56835.1900000,57121.4200000,219
20210408,110000,57121.4200000,57300.0000000,57005.0000000,57012.0100000,226
20210408,120000,57013.2400000,57245.3700000,56767.0700000,56884.0200000,164
20210408,130000,56884.0300000,57020.6000000,56587.6200000,56650.9900000,147
20210408,140000,56650.9900000,56813.6000000,56404.2500000,56741.5100000,176
20210408,150000,56741.5100000,56766.2400000,56355.0000000,56438.8200000,274
20210408,160000,56438.8200000,57564.5400000,56346.8900000,57457.6400000,675
20210408,170000,57457.6500000,57691.1400000,57284.7100000,57447.0800000,487
20210408,180000,57447.0800000,57900.0000000,57370.8500000,57697.1500000,544
20210408,190000,57697.1400000,57890.3700000,57556.8400000,57760.9100000,483
20210408,200000,57760.9100000,57968.0300000,57632.0800000,57738.6600000,432
20210408,210000,57736.9700000,57810.9000000,57558.6700000,57766.5300000,333
20210408,220000,57766.5200000,58152.0000000,57702.8200000,57926.0800000,684
20210408,230000,57926.0700000,57990.0000000,57580.0000000,57734.0500000,396
20210409,000000,57734.0500000,57800.2300000,57577.7800000,57668.4400000,253
20210409,010000,57675.4900000,57725.0000000,57446.7700000,57658.0700000,267
20210409,020000,57658.0700000,58075.0000000,57555.7300000,57901.5200000,363
20210409,030000,57903.4400000,58083.4100000,57777.0000000,58083.1000000,223
20210409,040000,58083.1000000,58393.2700000,58036.8400000,58299.0000000,346
20210409,050000,58299.0000000,58395.0000000,57941.8900000,57987.7900000,394
20210409,060000,57986.5600000,58200.0000000,57871.3500000,57917.7800000,204
20210409,070000,57918.8200000,58202.2700000,57850.0000000,58011.6500000,191
20210409,080000,58011.6500000,58213.2700000,58002.1300000,58211.6300000,196
20210409,090000,58209.2500000,58300.0000000,57905.1700000,57965.9300000,178
20210409,100000,57965.9300000,58121.7200000,57826.6500000,57841.4700000,145
20210409,110000,57841.4700000,58088.3900000,57670.5100000,58056.6300000,346
20210409,120000,58062.1900000,58063.1400000,57681.7000000,57750.9900000,190
20210409,130000,57750.9900000,57907.6600000,57750.1800000,57892.6000000,120
20210409,140000,57892.6000000,58599.9900000,57864.7800000,58599.9800000,374
20210409,150000,58599.9800000,58869.6900000,58441.5000000,58512.0900000,420
20210409,160000,58512.1000000,58690.2500000,58345.3900000,58487.9500000,364
20210409,170000,58487.9500000,58770.5700000,58317.5500000,58400.0000000,704
20210409,180000,58400.0100000,58530.5300000,58016.0200000,58343.4400000,722
20210409,190000,58343.4400000,58360.8800000,58037.6600000,58206.2900000,367
20210409,200000,58206.2900000,58259.5700000,57850.0100000,58182.7400000,444
20210409,210000,58185.6300000,58420.5900000,58070.6800000,58379.8200000,299
20210409,220000,58380.7200000,58498.2600000,58239.4600000,58368.1400000,238
20210409,230000,58369.5600000,58470.0000000,58143.7600000,58373.1100000,476
20210410,000000,58373.1200000,58590.6400000,58270.2100000,58323.1700000,348
20210410,010000,58320.2900000,58516.3700000,58299.9900000,58325.0000000,402
20210410,020000,58325.0000000,58325.0000000,58003.4200000,58058.4300000,271
20210410,030000,58058.7800000,58153.1000000,57844.9900000,58092.6800000,356
20210410,040000,58092.6800000,58289.2300000,57875.4100000,58098.6900000,249
20210410,050000,58098.7000000,58400.0000000,58075.0000000,58395.9100000,250
20210410,060000,58395.9200000,58681.3000000,58303.8500000,58681.2900000,402
20210410,070000,58681.2900000,59160.8600000,58681.2900000,59160.8600000,780
20210410,080000,59162.9800000,61000.0000000,59162.9700000,60951.6100000,2519
20210410,090000,60951.6200000,61218.9700000,60268.2400000,60771.0100000,1303
20210410,100000,60773.8400000,60950.0000000,60471.6200000,60571.3700000,460
20210410,110000,60560.0100000,60800.0000000,60358.9700000,60447.1800000,397
20210410,120000,60447.1800000,60781.5300000,60400.4000000,60511.2700000,284
20210410,130000,60511.2700000,60793.6000000,60424.1200000,60728.4900000,146
20210410,140000,60728.4900000,60950.0000000,60491.4600000,60622.0700000,226
20210410,150000,60622.0700000,60653.0300000,60456.0000000,60503.7100000,252
20210410,160000,60503.7000000,60753.3400000,59855.0000000,60030.0000000,510
20210410,170000,60030.0000000,60488.0000000,59946.5700000,60466.5300000,621
