TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
GDAX.BTC-USD,D,20181123,000000,4268.1800000,4366.0500000,4085.7300000,4283.8000000,19141
GDAX.BTC-USD,D,20181124,000000,4283.8000000,4370.7800000,3650.8400000,3774.9900000,19499
GDAX.BTC-USD,D,20181125,000000,3775.0000000,4120.0000000,3456.7800000,3936.6900000,37562
GDAX.BTC-USD,D,20181126,000000,3936.7000000,4076.2500000,3508.0000000,3731.3200000,35226
GDAX.BTC-USD,D,20181127,000000,3731.0100000,3830.0000000,3562.9000000,3775.0000000,22958
GDAX.BTC-USD,D,20181128,000000,3775.0100000,4365.0000000,3775.0000000,4225.0300000,34972
GDAX.BTC-USD,D,20181129,000000,4224.8600000,4414.8900000,4077.8800000,4248.0000000,20097
GDAX.BTC-USD,D,20181130,000000,4247.9900000,4297.7100000,3869.0000000,3976.0000000,19478
GDAX.BTC-USD,D,20181201,000000,3976.0100000,4277.0000000,3910.0800000,4142.0100000,10131
GDAX.BTC-USD,D,20181202,000000,4142.0100000,4266.0000000,4036.0000000,4103.1900000,10704
GDAX.BTC-USD,D,20181203,000000,4102.8000000,4119.9800000,3741.9500000,3833.4700000,16555
GDAX.BTC-USD,D,20181204,000000,3833.4700000,4035.1000000,3732.4300000,3901.8400000,16546
GDAX.BTC-USD,D,20181205,000000,3901.8400000,3912.5300000,3660.0000000,3694.3900000,14303
GDAX.BTC-USD,D,20181206,000000,3694.3900000,3849.0000000,3401.0000000,3433.2600000,25946
GDAX.BTC-USD,D,20181207,000000,3433.3000000,3550.0000000,3212.0000000,3380.0100000,37108
GDAX.BTC-USD,D,20181208,000000,3380.0000000,3495.0000000,3253.6600000,3401.0000000,12799
GDAX.BTC-USD,D,20181209,000000,3401.0000000,3642.5100000,3367.7900000,3531.1800000,11241
GDAX.BTC-USD,D,20181210,000000,3531.1800000,3590.7100000,3354.9700000,3410.1500000,13094
GDAX.BTC-USD,D,20181211,000000,3410.1500000,3424.9200000,3293.4900000,3349.3600000,10723
GDAX.BTC-USD,D,20181212,000000,3350.2700000,3486.1600000,3325.5800000,3430.2400000,10012
GDAX.BTC-USD,D,20181213,000000,3430.2400000,3439.6300000,3227.9600000,3265.0000000,13655
GDAX.BTC-USD,D,20181214,000000,3265.0000000,3294.9000000,3135.0000000,3195.7100000,13735
GDAX.BTC-USD,D,20181215,000000,3195.7100000,3228.6900000,3128.8900000,3183.0000000,8755
GDAX.BTC-USD,D,20181216,000000,3183.0100000,3258.0000000,3181.2400000,3195.0000000,6821
GDAX.BTC-USD,D,20181217,000000,3194.9900000,3585.9500000,3184.2800000,3496.8200000,21146
GDAX.BTC-USD,D,20181218,000000,3497.1000000,3688.0000000,3436.5000000,3667.7700000,15042
GDAX.BTC-USD,D,20181219,000000,3667.7600000,3928.1500000,3637.1700000,3715.2100000,27601
GDAX.BTC-USD,D,20181220,000000,3682.5100000,4175.0000000,3661.5000000,4075.3400000,29786
GDAX.BTC-USD,D,20181221,000000,4075.3300000,4162.2700000,3775.0000000,3839.0600000,22960
GDAX.BTC-USD,D,20181222,000000,3839.2600000,4005.0000000,3790.1600000,3980.4600000,8777
GDAX.BTC-USD,D,20181223,000000,3981.2400000,4050.0000000,3903.6000000,3944.9300000,9727
GDAX.BTC-USD,D,20181224,000000,3944.9200000,4239.3700000,3944.9200000,4034.0000000,19280
GDAX.BTC-USD,D,20181225,000000,4034.0000000,4045.4100000,3675.8600000,3780.0000000,13273
GDAX.BTC-USD,D,20181226,000000,3780.0000000,3849.2000000,3685.0200000,3809.8800000,8826
GDAX.BTC-USD,D,20181227,000000,3809.8800000,3841.2100000,3567.0000000,3589.8900000,12926
GDAX.BTC-USD,D,20181228,000000,3589.8900000,3971.5800000,3576.1200000,3888.0600000,16390
GDAX.BTC-USD,D,20181229,000000,3887.5800000,3944.3300000,3706.0000000,3729.3100000,8151
GDAX.BTC-USD,D,20181230,000000,3729.3100000,3863.0600000,3691.0100000,3829.0000000,8269
GDAX.BTC-USD,D,20181231,000000,3829.0000000,3835.4000000,3625.0000000,3691.8600000,12099
GDAX.BTC-USD,D,20190101,000000,3691.8700000,3841.1700000,3651.0200000,3826.1000000,9606
GDAX.BTC-USD,D,20190102,000000,3826.1000000,3916.5700000,3770.0700000,3890.7900000,9236
GDAX.BTC-USD,D,20190103,000000,3890.8000000,3893.8000000,3758.0700000,3787.5700000,8968
GDAX.BTC-USD,D,20190104,000000,3787.5700000,3849.0000000,3730.0000000,3820.8200000,8913
GDAX.BTC-USD,D,20190105,000000,3820.8200000,3874.1200000,3775.0000000,3798.6200000,5790
GDAX.BTC-USD,D,20190106,000000,3799.9900000,4088.0000000,3756.0100000,4040.9900000,9483
GDAX.BTC-USD,D,20190107,000000,4040.9800000,4070.0000000,3968.7900000,4006.0100000,9548
GDAX.BTC-USD,D,20190108,000000,4005.9700000,4114.8000000,3943.3600000,3993.8600000,13498
GDAX.BTC-USD,D,20190109,000000,3993.8500000,4042.2000000,3962.1200000,4004.1200000,10343
GDAX.BTC-USD,D,20190110,000000,4004.1300000,4035.2100000,3560.0000000,3626.1200000,21330
GDAX.BTC-USD,D,20190111,000000,3626.1200000,3699.9900000,3576.0000000,3635.6900000,13241
GDAX.BTC-USD,D,20190112,000000,3634.7300000,3649.1800000,3557.2900000,3619.4100000,5435
GDAX.BTC-USD,D,20190113,000000,3619.3800000,3641.8600000,3481.5400000,3514.2400000,7749
GDAX.BTC-USD,D,20190114,000000,3514.2400000,3711.1100000,3509.2400000,3664.1900000,10864
GDAX.BTC-USD,D,20190115,000000,3664.1800000,3684.3800000,3538.6300000,3580.7600000,10405
GDAX.BTC-USD,D,20190116,000000,3580.1900000,3666.7300000,3572.5200000,3609.7100000,8468
GDAX.BTC-USD,D,20190117,000000,3609.7100000,3657.0000000,3541.0000000,3640.6500000,8567
GDAX.BTC-USD,D,20190118,000000,3640.6400000,3643.6900000,3580.1600000,3607.8500000,5660
GDAX.BTC-USD,D,20190119,000000,3607.8500000,3765.9000000,3604.9000000,3682.6500000,5777
GDAX.BTC-USD,D,20190120,000000,3683.5000000,3703.3900000,3481.0100000,3536.1900000,7024
GDAX.BTC-USD,D,20190121,000000,3537.5600000,3568.9500000,3487.3700000,3531.7600000,5905
GDAX.BTC-USD,D,20190122,000000,3531.7500000,3611.5000000,3425.0000000,3577.0300000,9327
GDAX.BTC-USD,D,20190123,000000,3577.0400000,3614.4700000,3523.6400000,3553.0100000,7851
GDAX.BTC-USD,D,20190124,000000,3553.0100000,3595.8300000,3530.1000000,3568.9700000,5507
GDAX.BTC-USD,D,20190125,000000,3568.9700000,3578.7900000,3510.0100000,3562.1700000,6596
GDAX.BTC-USD,D,20190126,000000,3562.1700000,3657.7600000,3540.0000000,3556.0700000,5355
GDAX.BTC-USD,D,20190127,000000,3556.0700000,3562.9000000,3470.1400000,3531.0200000,3975
GDAX.BTC-USD,D,20190128,000000,3531.0200000,3535.9200000,3374.0100000,3429.9500000,13405
GDAX.BTC-USD,D,20190129,000000,3429.9500000,3438.4000000,3337.8700000,3397.4200000,8322
GDAX.BTC-USD,D,20190130,000000,3395.7400000,3459.4100000,3372.9700000,3437.5500000,7985
GDAX.BTC-USD,D,20190131,000000,3437.5500000,3473.4000000,3396.7400000,3411.5000000,7037
GDAX.BTC-USD,D,20190201,000000,3411.5000000,3458.2600000,3369.6200000,3437.5000000,8355
GDAX.BTC-USD,D,20190202,000000,3437.5000000,3483.2500000,3414.4900000,3468.4300000,3594
GDAX.BTC-USD,D,20190203,000000,3468.4300000,3471.7600000,3386.4500000,3414.7800000,4160
GDAX.BTC-USD,D,20190204,000000,3415.6900000,3435.0000000,3395.1000000,3409.5700000,5630
GDAX.BTC-USD,D,20190205,000000,3409.5700000,3429.4600000,3400.0000000,3428.4000000,5913
GDAX.BTC-USD,D,20190206,000000,3428.4100000,3441.0000000,3340.8000000,3367.3600000,9292
GDAX.BTC-USD,D,20190207,000000,3366.0000000,3383.1400000,3352.0100000,3359.0000000,8360
GDAX.BTC-USD,D,20190208,000000,3358.9900000,3711.0000000,3344.0000000,3621.9900000,17251
GDAX.BTC-USD,D,20190209,000000,3622.0000000,3644.0800000,3597.0000000,3623.7300000,4899
GDAX.BTC-USD,D,20190210,000000,3623.7300000,3654.2800000,3578.5900000,3648.8400000,4610
GDAX.BTC-USD,D,20190211,000000,3648.8500000,3652.0000000,3579.3800000,3590.3600000,8413
GDAX.BTC-USD,D,20190212,000000,3590.3600000,3618.7700000,3550.0000000,3588.0600000,8047
GDAX.BTC-USD,D,20190213,000000,3588.0600000,3627.9900000,3562.9800000,3576.6800000,6710
GDAX.BTC-USD,D,20190214,000000,3576.6900000,3589.0000000,3535.1000000,3561.5000000,5918
GDAX.BTC-USD,D,20190215,000000,3561.4900000,3620.2200000,3545.8900000,3566.5900000,7187
GDAX.BTC-USD,D,20190216,000000,3566.5900000,3607.3600000,3565.5000000,3582.3700000,4035
GDAX.BTC-USD,D,20190217,000000,3582.3700000,3675.0000000,3557.4300000,3625.0800000,5717
GDAX.BTC-USD,D,20190218,000000,3625.0800000,3917.0000000,3616.1800000,3867.0000000,16512
GDAX.BTC-USD,D,20190219,000000,3867.0000000,3969.5400000,3841.5400000,3888.0100000,14383
GDAX.BTC-USD,D,20190220,000000,3888.3700000,3967.1900000,3867.1300000,3938.9900000,8402
GDAX.BTC-USD,D,20190221,000000,3939.0000000,3988.0000000,3869.4500000,3897.7100000,8521
GDAX.BTC-USD,D,20190222,000000,3897.7100000,3956.4300000,3886.1500000,3942.0200000,7357
GDAX.BTC-USD,D,20190223,000000,3942.0200000,4156.1000000,3911.3000000,4110.0000000,10371
GDAX.BTC-USD,D,20190224,000000,4110.0000000,4188.7900000,3712.8400000,3734.2200000,15914
GDAX.BTC-USD,D,20190225,000000,3734.2300000,3860.0000000,3731.0900000,3818.7900000,10807
GDAX.BTC-USD,D,20190226,000000,3818.7800000,3826.3700000,3763.7100000,3799.4800000,6216
GDAX.BTC-USD,D,20190227,000000,3799.4900000,3823.1300000,3655.0000000,3799.9100000,7774
GDAX.BTC-USD,D,20190228,000000,3800.3500000,3910.0000000,3754.3700000,3792.1400000,9386
GDAX.BTC-USD,D,20190301,000000,3792.1400000,3843.0000000,3791.3100000,3806.1700000,6023
GDAX.BTC-USD,D,20190302,000000,3806.1700000,3818.0800000,3763.0000000,3809.7000000,3521
GDAX.BTC-USD,D,20190303,000000,3809.7000000,3815.4800000,3763.6200000,3786.9300000,3725
GDAX.BTC-USD,D,20190304,000000,3786.9300000,3804.9900000,3672.3900000,3700.7200000,8010
GDAX.BTC-USD,D,20190305,000000,3700.0200000,3876.6500000,3692.3600000,3844.5900000,9144
GDAX.BTC-USD,D,20190306,000000,3844.5900000,3894.7000000,3812.0000000,3851.8900000,6604
GDAX.BTC-USD,D,20190307,000000,3851.8900000,3891.0000000,3830.7900000,3857.0500000,6972
GDAX.BTC-USD,D,20190308,000000,3857.0400000,3910.8800000,3771.0000000,3843.1200000,7695
GDAX.BTC-USD,D,20190309,000000,3842.6200000,3947.3300000,3834.5900000,3917.0000000,5536
GDAX.BTC-USD,D,20190310,000000,3917.0000000,3917.0000000,3867.8400000,3900.9200000,3342
GDAX.BTC-USD,D,20190311,000000,3900.9300000,3911.8300000,3817.0100000,3849.6800000,5875
GDAX.BTC-USD,D,20190312,000000,3849.6700000,3875.3300000,3796.7100000,3860.0000000,6609
GDAX.BTC-USD,D,20190313,000000,3860.0000000,3871.0200000,3827.5000000,3851.0200000,5464
GDAX.BTC-USD,D,20190314,000000,3851.0200000,3900.0000000,3779.2800000,3853.9500000,7614
GDAX.BTC-USD,D,20190315,000000,3853.9500000,3910.0000000,3846.7900000,3902.8000000,6447
GDAX.BTC-USD,D,20190316,000000,3902.8000000,4037.4700000,3900.8900000,3990.0000000,6576
GDAX.BTC-USD,D,20190317,000000,3990.0000000,3991.0000000,3936.3000000,3967.0100000,3222
GDAX.BTC-USD,D,20190318,000000,3967.0100000,4015.7000000,3937.6900000,3970.5000000,5298
GDAX.BTC-USD,D,20190319,000000,3969.6800000,4009.6100000,3952.0800000,4000.8500000,5551
GDAX.BTC-USD,D,20190320,000000,4000.8500000,4044.8200000,3965.4300000,4031.8500000,6610
GDAX.BTC-USD,D,20190321,000000,4032.6800000,4056.3300000,3915.1400000,3972.7600000,9044
GDAX.BTC-USD,D,20190322,000000,3972.7600000,3998.0100000,3961.7000000,3983.7800000,4899
GDAX.BTC-USD,D,20190323,000000,3983.7700000,3997.0100000,3960.2500000,3983.4300000,3907
GDAX.BTC-USD,D,20190324,000000,3982.4500000,3982.4500000,3946.0000000,3969.5200000,2483
GDAX.BTC-USD,D,20190325,000000,3969.5200000,3976.4700000,3858.0000000,3907.5300000,5996
GDAX.BTC-USD,D,20190326,000000,3907.5400000,3923.9000000,3880.6400000,3921.4500000,4003
GDAX.BTC-USD,D,20190327,000000,3922.4100000,4035.8000000,3914.9000000,4026.5300000,6498
GDAX.BTC-USD,D,20190328,000000,4026.5400000,4026.5400000,3994.0000000,4011.1700000,4607
GDAX.BTC-USD,D,20190329,000000,4011.9800000,4101.5000000,4007.7800000,4091.0100000,9699
GDAX.BTC-USD,D,20190330,000000,4091.0100000,4131.8700000,4042.5100000,4094.1400000,5081
GDAX.BTC-USD,D,20190331,000000,4094.1400000,4103.0000000,4077.0100000,4094.9900000,2825
GDAX.BTC-USD,D,20190401,000000,4095.0000000,4149.5000000,4051.5300000,4137.0000000,7553
GDAX.BTC-USD,D,20190402,000000,4137.0100000,5121.0000000,4132.0200000,4901.9300000,36541
GDAX.BTC-USD,D,20190403,000000,4901.9200000,5345.0000000,4787.1100000,4975.9700000,33136
GDAX.BTC-USD,D,20190404,000000,4975.1300000,5071.3400000,4778.0000000,4906.4900000,15899
GDAX.BTC-USD,D,20190405,000000,4907.9200000,5066.5900000,4887.3400000,5040.6600000,11433
GDAX.BTC-USD,D,20190406,000000,5040.9500000,5244.0400000,4925.0000000,5049.2200000,11683
GDAX.BTC-USD,D,20190407,000000,5049.1800000,5270.3300000,5029.7000000,5194.7900000,7899
GDAX.BTC-USD,D,20190408,000000,5194.7600000,5352.5000000,5132.2800000,5285.5400000,14777
GDAX.BTC-USD,D,20190409,000000,5286.8200000,5287.0000000,5145.0000000,5187.2100000,8831
GDAX.BTC-USD,D,20190410,000000,5187.2100000,5488.0000000,5164.4900000,5318.5800000,16303
GDAX.BTC-USD,D,20190411,000000,5322.0200000,5342.7400000,4967.2400000,5041.3000000,16057
GDAX.BTC-USD,D,20190412,000000,5040.1100000,5118.5600000,4901.9900000,5078.1900000,9709
GDAX.BTC-USD,D,20190413,000000,5078.1900000,5123.2800000,5036.7400000,5066.2200000,4111
GDAX.BTC-USD,D,20190414,000000,5065.0200000,5191.1900000,5013.8100000,5164.2700000,3425
GDAX.BTC-USD,D,20190415,000000,5163.8100000,5193.0100000,4945.5400000,5029.9900000,9679
GDAX.BTC-USD,D,20190416,000000,5029.9900000,5229.9700000,5016.4500000,5202.9000000,8338
GDAX.BTC-USD,D,20190417,000000,5201.2100000,5272.3200000,5173.1100000,5227.0000000,7087
GDAX.BTC-USD,D,20190418,000000,5227.0000000,5318.1800000,5222.2600000,5281.8100000,7895
GDAX.BTC-USD,D,20190419,000000,5280.5000000,5359.4700000,5196.7000000,5290.3600000,6108
GDAX.BTC-USD,D,20190420,000000,5290.3700000,5359.9800000,5260.2400000,5319.8900000,4594
GDAX.BTC-USD,D,20190421,000000,5319.9000000,5349.1600000,5213.3400000,5297.6400000,5539
GDAX.BTC-USD,D,20190422,000000,5297.6400000,5440.8400000,5250.4500000,5387.6000000,11783
GDAX.BTC-USD,D,20190423,000000,5387.6000000,5650.0100000,5361.0100000,5532.7500000,17630
GDAX.BTC-USD,D,20190424,000000,5532.7500000,5624.4700000,5374.0000000,5441.9000000,14881
GDAX.BTC-USD,D,20190425,000000,5440.5900000,5512.1200000,4967.0000000,5134.8100000,12037
GDAX.BTC-USD,D,20190426,000000,5134.8200000,5295.0300000,5041.1400000,5159.5100000,14029
GDAX.BTC-USD,D,20190427,000000,5159.5000000,5221.2400000,5117.4600000,5170.6000000,4037
GDAX.BTC-USD,D,20190428,000000,5171.9000000,5214.5000000,5101.0000000,5155.0000000,4686
GDAX.BTC-USD,D,20190429,000000,5155.0000000,5189.5400000,5072.0100000,5148.2500000,6984
GDAX.BTC-USD,D,20190430,000000,5148.2500000,5285.0000000,5126.2500000,5270.6900000,6899
GDAX.BTC-USD,D,20190501,000000,5270.6800000,5358.3900000,5265.6100000,5321.1500000,3649
GDAX.BTC-USD,D,20190502,000000,5321.1500000,5422.9900000,5306.0900000,5390.0100000,3979
GDAX.BTC-USD,D,20190503,000000,5390.0000000,5796.9300000,5363.0000000,5657.4000000,11171
GDAX.BTC-USD,D,20190504,000000,5657.4100000,5846.8800000,5512.0000000,5770.0100000,5318
GDAX.BTC-USD,D,20190505,000000,5770.0100000,5782.2200000,5627.3500000,5715.8600000,2881
GDAX.BTC-USD,D,20190506,000000,5715.8600000,5753.6600000,5564.9300000,5687.9000000,4648
GDAX.BTC-USD,D,20190507,000000,5687.9000000,5974.5100000,5687.9000000,5748.4500000,7825
GDAX.BTC-USD,D,20190508,000000,5748.4700000,5990.0000000,5656.2600000,5948.4100000,7507
GDAX.BTC-USD,D,20190509,000000,5947.0000000,6171.1000000,5934.4900000,6153.0900000,8761
GDAX.BTC-USD,D,20190510,000000,6153.0900000,6430.0000000,6108.8100000,6343.1400000,9596
GDAX.BTC-USD,D,20190511,000000,6342.9900000,7464.1300000,6342.9800000,7219.9500000,19977
GDAX.BTC-USD,D,20190512,000000,7215.0100000,7581.8200000,6755.0000000,6979.7600000,20788
GDAX.BTC-USD,D,20190513,000000,6979.2400000,8195.0000000,6864.9300000,7824.9300000,22056
GDAX.BTC-USD,D,20190514,000000,7822.8800000,8350.0000000,7621.2700000,7990.9200000,20762
GDAX.BTC-USD,D,20190515,000000,7990.9200000,8308.1600000,7835.0600000,8203.3200000,12203
GDAX.BTC-USD,D,20190516,000000,8203.3300000,8388.0000000,7660.7400000,7878.9600000,14304
GDAX.BTC-USD,D,20190517,000000,7878.9500000,7940.7500000,6600.0000000,7363.6900000,19727
GDAX.BTC-USD,D,20190518,000000,7363.8500000,7491.2200000,7204.4200000,7262.4000000,5172
GDAX.BTC-USD,D,20190519,000000,7262.3900000,8315.0000000,7252.5800000,8200.0000000,11233
GDAX.BTC-USD,D,20190520,000000,8194.3400000,8199.5300000,7573.1200000,7999.5400000,11900
GDAX.BTC-USD,D,20190521,000000,7998.9400000,8112.9900000,7805.3400000,7951.7000000,7001
GDAX.BTC-USD,D,20190522,000000,7951.6900000,8044.0000000,7506.1200000,7626.4800000,7615
GDAX.BTC-USD,D,20190523,000000,7622.2500000,7984.9000000,7467.1000000,7881.9800000,7641
GDAX.BTC-USD,D,20190524,000000,7878.1600000,8175.0000000,7794.7300000,8001.7000000,7508
GDAX.BTC-USD,D,20190525,000000,8001.6900000,8149.0000000,7942.5000000,8063.8100000,2509
GDAX.BTC-USD,D,20190526,000000,8063.6800000,8793.9700000,7881.7000000,8731.7200000,19396
GDAX.BTC-USD,D,20190527,000000,8732.3400000,8947.8800000,8611.4400000,8772.2900000,14806
GDAX.BTC-USD,D,20190528,000000,8772.2900000,8822.4600000,8545.0000000,8715.3600000,9850
GDAX.BTC-USD,D,20190529,000000,8715.3600000,8760.4300000,8426.0900000,8662.4400000,12054
GDAX.BTC-USD,D,20190530,000000,8662.4400000,9090.0000000,7972.0000000,8279.6900000,30090
GDAX.BTC-USD,D,20190531,000000,8279.6900000,8580.0000000,8110.0000000,8554.0600000,16122
GDAX.BTC-USD,D,20190601,000000,8554.0600000,8618.0000000,8452.2100000,8558.9500000,7129
GDAX.BTC-USD,D,20190602,000000,8558.8000000,8834.0000000,8550.0000000,8736.5500000,5593
GDAX.BTC-USD,D,20190603,000000,8736.5500000,8742.4800000,8030.4600000,8107.9600000,13566
GDAX.BTC-USD,D,20190604,000000,8104.9500000,8104.9500000,7427.0000000,7670.9600000,29292
GDAX.BTC-USD,D,20190605,000000,7671.0700000,7932.8700000,7570.0000000,7789.4800000,12755
GDAX.BTC-USD,D,20190606,000000,7787.3600000,7874.6800000,7450.0000000,7805.0000000,11758
GDAX.BTC-USD,D,20190607,000000,7805.0000000,8134.2900000,7756.7900000,7998.1300000,12148
GDAX.BTC-USD,D,20190608,000000,7998.1300000,8059.9900000,7786.0100000,7930.1400000,4900
GDAX.BTC-USD,D,20190609,000000,7930.1400000,7960.0000000,7508.7700000,7634.5800000,6698
GDAX.BTC-USD,D,20190610,000000,7635.0500000,8097.3500000,7516.9000000,8015.6900000,9477
GDAX.BTC-USD,D,20190611,000000,8015.7000000,8057.1900000,7702.8300000,7918.1700000,7581
GDAX.BTC-USD,D,20190612,000000,7913.6400000,8292.4300000,7817.0000000,8176.0200000,12443
GDAX.BTC-USD,D,20190613,000000,8176.0300000,8329.9900000,8048.7500000,8239.0400000,8029
GDAX.BTC-USD,D,20190614,000000,8239.0400000,8738.9200000,8180.0800000,8697.4600000,11599
GDAX.BTC-USD,D,20190615,000000,8697.4500000,8916.6300000,8588.7000000,8860.2300000,9621
GDAX.BTC-USD,D,20190616,000000,8856.1300000,9388.0000000,8799.7000000,8975.0000000,22010
GDAX.BTC-USD,D,20190617,000000,8975.7800000,9475.0000000,8975.7800000,9333.1400000,18745
GDAX.BTC-USD,D,20190618,000000,9333.0800000,9359.4800000,8919.7200000,9078.4800000,15652
GDAX.BTC-USD,D,20190619,000000,9078.4800000,9319.5000000,9035.7500000,9277.5400000,8196
GDAX.BTC-USD,D,20190620,000000,9277.5500000,9599.0000000,9210.3000000,9531.2100000,11407
GDAX.BTC-USD,D,20190621,000000,9531.2100000,10245.0000000,9531.2100000,10236.2000000,22744
GDAX.BTC-USD,D,20190622,000000,10235.5900000,11215.8900000,10080.0000000,10666.8600000,36952
GDAX.BTC-USD,D,20190623,000000,10666.8700000,11284.4400000,10490.0000000,10833.0200000,16026
GDAX.BTC-USD,D,20190624,000000,10833.0000000,11091.9700000,10550.2100000,11032.3200000,14935
GDAX.BTC-USD,D,20190625,000000,11030.8000000,11788.8800000,10997.0000000,11755.5300000,22239
GDAX.BTC-USD,D,20190626,000000,11754.2500000,13868.4400000,11350.0000000,12927.4400000,78734
GDAX.BTC-USD,D,20190627,000000,12927.4400000,13358.6800000,10300.0000000,11159.2900000,73690
GDAX.BTC-USD,D,20190628,000000,11159.2900000,12444.7700000,10737.8700000,12360.4500000,40961
GDAX.BTC-USD,D,20190629,000000,12360.4200000,12379.9900000,11318.9400000,11865.2900000,28157
GDAX.BTC-USD,D,20190630,000000,11869.8400000,12200.0000000,10650.0600000,10761.2600000,26295
GDAX.BTC-USD,D,20190701,000000,10761.2600000,11210.5200000,9953.0000000,10577.6300000,39018
GDAX.BTC-USD,D,20190702,000000,10578.2300000,10925.0000000,9651.0000000,10829.1800000,43009
GDAX.BTC-USD,D,20190703,000000,10829.1900000,12014.6000000,10829.1900000,11976.4200000,34757
GDAX.BTC-USD,D,20190704,000000,11976.0100000,12064.2600000,11035.0100000,11136.0000000,20335
GDAX.BTC-USD,D,20190705,000000,11137.8700000,11449.5100000,10761.8000000,11004.5100000,20011
GDAX.BTC-USD,D,20190706,000000,10994.9900000,11723.6000000,10980.0900000,11237.7700000,14936
GDAX.BTC-USD,D,20190707,000000,11237.7700000,11620.0000000,11084.3100000,11474.4200000,10825
GDAX.BTC-USD,D,20190708,000000,11474.4400000,12395.0000000,11328.0100000,12293.5300000,19231
GDAX.BTC-USD,D,20190709,000000,12293.3900000,12829.9600000,12105.3200000,12571.1100000,26744
GDAX.BTC-USD,D,20190710,000000,12572.1200000,13202.6300000,11553.2100000,12097.9600000,39590
GDAX.BTC-USD,D,20190711,000000,12097.4800000,12097.9300000,10933.0000000,11349.0000000,36528
GDAX.BTC-USD,D,20190712,000000,11348.5600000,11950.0000000,11079.5900000,11802.0000000,18091
GDAX.BTC-USD,D,20190713,000000,11797.5300000,11845.0000000,10814.4000000,11370.0800000,17052
GDAX.BTC-USD,D,20190714,000000,11370.0600000,11467.2700000,10084.4000000,10185.0300000,23830
GDAX.BTC-USD,D,20190715,000000,10190.9100000,11080.0100000,9857.2700000,10854.4700000,33025
GDAX.BTC-USD,D,20190716,000000,10856.4100000,11040.0000000,9350.0000000,9422.7200000,41705
GDAX.BTC-USD,D,20190717,000000,9429.8000000,9998.0000000,9071.0000000,9696.3100000,34410
GDAX.BTC-USD,D,20190718,000000,9696.3900000,10799.0000000,9291.0000000,10649.0700000,32235
GDAX.BTC-USD,D,20190719,000000,10652.7600000,10777.2100000,10111.0000000,10538.0600000,19123
GDAX.BTC-USD,D,20190720,000000,10536.9200000,11112.3100000,10360.6500000,10761.0300000,16390
GDAX.BTC-USD,D,20190721,000000,10761.0300000,10835.0000000,10320.0000000,10590.7000000,11548
GDAX.BTC-USD,D,20190722,000000,10590.7100000,10688.1400000,10060.0000000,10323.3900000,15378
GDAX.BTC-USD,D,20190723,000000,10324.1300000,10324.2800000,9800.2300000,9840.1200000,16598
GDAX.BTC-USD,D,20190724,000000,9848.9000000,9919.0800000,9507.3800000,9772.6000000,17831
GDAX.BTC-USD,D,20190725,000000,9772.5900000,10184.9900000,9734.5800000,9883.3300000,12980
GDAX.BTC-USD,D,20190726,000000,9880.8600000,9898.0300000,9657.2100000,9843.0000000,10536
GDAX.BTC-USD,D,20190727,000000,9843.0000000,10248.4100000,9292.0000000,9479.9800000,18185
GDAX.BTC-USD,D,20190728,000000,9469.3700000,9669.1100000,9108.8800000,9533.0000000,7638
GDAX.BTC-USD,D,20190729,000000,9533.0000000,9729.8700000,9356.7500000,9495.0100000,10204
GDAX.BTC-USD,D,20190730,000000,9499.2100000,9839.8300000,9371.9600000,9589.0100000,9102
GDAX.BTC-USD,D,20190731,000000,9589.0100000,10135.1200000,9570.0100000,10087.3000000,12090
GDAX.BTC-USD,D,20190801,000000,10089.9700000,10497.0000000,9881.0000000,10405.9400000,13974
GDAX.BTC-USD,D,20190802,000000,10404.4100000,10670.0000000,10321.4200000,10533.0100000,12809
GDAX.BTC-USD,D,20190803,000000,10533.6200000,10922.0800000,10500.0000000,10820.7600000,9721
GDAX.BTC-USD,D,20190804,000000,10822.0900000,11089.7400000,10572.0000000,10977.5100000,10869
GDAX.BTC-USD,D,20190805,000000,10977.9800000,11950.0000000,10977.9800000,11819.4900000,14358
GDAX.BTC-USD,D,20190806,000000,11811.7500000,12320.4000000,11187.0000000,11465.4900000,23545
GDAX.BTC-USD,D,20190807,000000,11465.4900000,12147.0000000,11366.2600000,11975.0300000,20916
GDAX.BTC-USD,D,20190808,000000,11983.4100000,12050.0000000,11451.0000000,11981.0000000,13400
GDAX.BTC-USD,D,20190809,000000,11982.3900000,12040.0000000,11651.8900000,11856.1000000,11398
GDAX.BTC-USD,D,20190810,000000,11860.6200000,11969.9900000,11170.0000000,11280.9500000,13526
GDAX.BTC-USD,D,20190811,000000,11280.9500000,11585.0000000,11088.8800000,11540.7600000,6761
GDAX.BTC-USD,D,20190812,000000,11540.7600000,11555.5500000,11222.4000000,11389.2800000,5840
GDAX.BTC-USD,D,20190813,000000,11389.2500000,11438.3900000,10746.0000000,10854.9200000,12143
GDAX.BTC-USD,D,20190814,000000,10854.9200000,10859.9700000,9890.3000000,10025.8600000,22869
GDAX.BTC-USD,D,20190815,000000,10021.1300000,10445.0000000,9470.0000000,10300.0100000,26701
GDAX.BTC-USD,D,20190816,000000,10300.0100000,10539.9000000,9739.9900000,10352.7800000,18728
GDAX.BTC-USD,D,20190817,000000,10352.7800000,10475.8200000,9978.0000000,10217.7900000,7060
